"","Month","Year","AllBeds","OneBed","TwoBeds","State","City","Date"
"2502",3,2013,1308,1092,1416,"PA","Philadelphia",2013-03-01
"2503",4,2013,1321,1074,1438,"PA","Philadelphia",2013-04-01
"2504",5,2013,1323,1099,1418,"PA","Philadelphia",2013-05-01
"2505",6,2013,1353,1119,1428,"PA","Philadelphia",2013-06-01
"2506",7,2013,1329,1103,1414,"PA","Philadelphia",2013-07-01
"2507",8,2013,1324,1103,1399,"PA","Philadelphia",2013-08-01
"2508",9,2013,1326,1114,1417,"PA","Philadelphia",2013-09-01
"2509",10,2013,1345,1134,1444,"PA","Philadelphia",2013-10-01
"2510",11,2013,1341,1129,1450,"PA","Philadelphia",2013-11-01
"2511",12,2013,1310,1117,1425,"PA","Philadelphia",2013-12-01
"2512",1,2014,1344,1168,1508,"PA","Philadelphia",2014-01-01
"2513",2,2014,1377,1161,1542,"PA","Philadelphia",2014-02-01
"2514",3,2014,1334,1104,1509,"PA","Philadelphia",2014-03-01
"2515",4,2014,1323,1104,1476,"PA","Philadelphia",2014-04-01
"2516",5,2014,1353,1085,1519,"PA","Philadelphia",2014-05-01
"2517",6,2014,1405,1153,1529,"PA","Philadelphia",2014-06-01
"2518",7,2014,1433,1189,1568,"PA","Philadelphia",2014-07-01
"2519",8,2014,1404,1187,1541,"PA","Philadelphia",2014-08-01
"2520",9,2014,1399,1177,1534,"PA","Philadelphia",2014-09-01
"2521",10,2014,1409,1199,1564,"PA","Philadelphia",2014-10-01
"2522",11,2014,1427,1204,1565,"PA","Philadelphia",2014-11-01
"2523",12,2014,1452,1200,1547,"PA","Philadelphia",2014-12-01
"2524",1,2015,1452,1211,1550,"PA","Philadelphia",2015-01-01
"2525",2,2015,1436,1193,1552,"PA","Philadelphia",2015-02-01
"2526",3,2015,1524,1243,1671,"PA","Philadelphia",2015-03-01
"2527",4,2015,1542,1276,1673,"PA","Philadelphia",2015-04-01
"2528",5,2015,1532,1260,1634,"PA","Philadelphia",2015-05-01
"2529",6,2015,1527,1251,1622,"PA","Philadelphia",2015-06-01
"2530",7,2015,1530,1272,1637,"PA","Philadelphia",2015-07-01
"2531",8,2015,1546,1304,1655,"PA","Philadelphia",2015-08-01
"2532",9,2015,1542,1309,1657,"PA","Philadelphia",2015-09-01
"2533",10,2015,1552,1323,1665,"PA","Philadelphia",2015-10-01
"2534",11,2015,1558,1331,1676,"PA","Philadelphia",2015-11-01
"2535",12,2015,1568,1358,1678,"PA","Philadelphia",2015-12-01
"2536",1,2016,1588,1366,1695,"PA","Philadelphia",2016-01-01
"2537",2,2016,1587,1375,1728,"PA","Philadelphia",2016-02-01
"2538",3,2016,1633,1414,1804,"PA","Philadelphia",2016-03-01
"2539",4,2016,1673,1437,1869,"PA","Philadelphia",2016-04-01
"2540",5,2016,1688,1455,1915,"PA","Philadelphia",2016-05-01
"2541",6,2016,1685,1474,1911,"PA","Philadelphia",2016-06-01
"2542",7,2016,1692,1477,1921,"PA","Philadelphia",2016-07-01
"2543",8,2016,1788,1610,2056,"PA","Philadelphia",2016-08-01
"2544",9,2016,1878,1725,2198,"PA","Philadelphia",2016-09-01
"2545",10,2016,1823,1656,2109,"PA","Philadelphia",2016-10-01
"2546",11,2016,1688,1472,1920,"PA","Philadelphia",2016-11-01
"2547",12,2016,1670,1467,1908,"PA","Philadelphia",2016-12-01
"2548",1,2017,1632,1427,1849,"PA","Philadelphia",2017-01-01
"2549",2,2017,1609,1408,1821,"PA","Philadelphia",2017-02-01
"2550",3,2017,1649,1443,1856,"PA","Philadelphia",2017-03-01
"2551",4,2017,1655,1454,1872,"PA","Philadelphia",2017-04-01
"2552",5,2017,1642,1458,1853,"PA","Philadelphia",2017-05-01
"2553",6,2017,1632,1454,1828,"PA","Philadelphia",2017-06-01
"2554",7,2017,1626,1460,1801,"PA","Philadelphia",2017-07-01
"2555",8,2017,1610,1448,1793,"PA","Philadelphia",2017-08-01
"2556",9,2017,1587,1427,1747,"PA","Philadelphia",2017-09-01
"2557",10,2017,1580,1404,1738,"PA","Philadelphia",2017-10-01
"2558",11,2017,1582,1397,1745,"PA","Philadelphia",2017-11-01
"2559",12,2017,1574,1399,1739,"PA","Philadelphia",2017-12-01
"2560",1,2018,1588,1427,1761,"PA","Philadelphia",2018-01-01
"2561",2,2018,1619,1457,1814,"PA","Philadelphia",2018-02-01
"2562",3,2018,1609,1454,1778,"PA","Philadelphia",2018-03-01
"2563",4,2018,1613,1457,1799,"PA","Philadelphia",2018-04-01
"2564",5,2018,1712,1540,1958,"PA","Philadelphia",2018-05-01
"2565",6,2018,1726,1543,1952,"PA","Philadelphia",2018-06-01
"2566",7,2018,1761,1568,1985,"PA","Philadelphia",2018-07-01
