"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"1211","Maine","State","2018","11",767,953,1255,1403,699,2018-11-01
"1212","Maine","State","2018","12",770,957,1260,1408,702,2018-12-01
"1213","Maine","State","2019","01",766,952,1253,1400,698,2019-01-01
"1214","Maine","State","2019","02",761,946,1245,1391,693,2019-02-01
"1215","Maine","State","2019","03",755,938,1234,1379,687,2019-03-01
"1216","Maine","State","2019","04",762,947,1247,1393,694,2019-04-01
"1217","Maryland","State","2014","01",1137,1369,1785,2161,1012,2014-01-01
"1218","Maryland","State","2014","02",1140,1374,1791,2168,1016,2014-02-01
"1219","Maryland","State","2014","03",1144,1378,1796,2174,1019,2014-03-01
"1220","Maryland","State","2014","04",1148,1383,1803,2182,1023,2014-04-01
"1221","Maryland","State","2014","05",1153,1389,1810,2191,1027,2014-05-01
"1222","Maryland","State","2014","06",1157,1393,1816,2199,1030,2014-06-01
"1223","Maryland","State","2014","07",1161,1398,1823,2207,1034,2014-07-01
"1224","Maryland","State","2014","08",1162,1400,1825,2209,1035,2014-08-01
"1225","Maryland","State","2014","09",1162,1400,1825,2210,1035,2014-09-01
"1226","Maryland","State","2014","10",1162,1400,1824,2208,1035,2014-10-01
"1227","Maryland","State","2014","11",1162,1399,1824,2208,1035,2014-11-01
"1228","Maryland","State","2014","12",1162,1400,1825,2210,1035,2014-12-01
"1229","Maryland","State","2015","01",1163,1401,1827,2211,1036,2015-01-01
"1230","Maryland","State","2015","02",1166,1404,1831,2216,1038,2015-02-01
"1231","Maryland","State","2015","03",1171,1411,1839,2226,1043,2015-03-01
"1232","Maryland","State","2015","04",1179,1421,1852,2242,1050,2015-04-01
"1233","Maryland","State","2015","05",1190,1433,1869,2262,1060,2015-05-01
"1234","Maryland","State","2015","06",1193,1438,1874,2268,1063,2015-06-01
"1235","Maryland","State","2015","07",1196,1441,1878,2274,1065,2015-07-01
"1236","Maryland","State","2015","08",1197,1442,1879,2275,1066,2015-08-01
"1237","Maryland","State","2015","09",1196,1441,1878,2273,1065,2015-09-01
"1238","Maryland","State","2015","10",1196,1440,1878,2273,1065,2015-10-01
"1239","Maryland","State","2015","11",1193,1438,1874,2269,1063,2015-11-01
"1240","Maryland","State","2015","12",1193,1438,1874,2268,1063,2015-12-01
"1241","Maryland","State","2016","01",1195,1440,1877,2272,1064,2016-01-01
"1242","Maryland","State","2016","02",1199,1444,1882,2279,1068,2016-02-01
"1243","Maryland","State","2016","03",1203,1450,1890,2288,1072,2016-03-01
"1244","Maryland","State","2016","04",1209,1456,1899,2298,1077,2016-04-01
"1245","Maryland","State","2016","05",1214,1463,1907,2309,1082,2016-05-01
"1246","Maryland","State","2016","06",1218,1467,1913,2315,1085,2016-06-01
"1247","Maryland","State","2016","07",1219,1469,1915,2318,1086,2016-07-01
"1248","Maryland","State","2016","08",1219,1469,1915,2317,1086,2016-08-01
"1249","Maryland","State","2016","09",1218,1467,1912,2314,1084,2016-09-01
"1250","Maryland","State","2016","10",1214,1463,1907,2309,1082,2016-10-01
"1251","Maryland","State","2016","11",1212,1460,1903,2304,1079,2016-11-01
"1252","Maryland","State","2016","12",1209,1457,1899,2298,1077,2016-12-01
"1253","Maryland","State","2017","01",1210,1458,1901,2301,1078,2017-01-01
"1254","Maryland","State","2017","02",1213,1461,1905,2306,1080,2017-02-01
"1255","Maryland","State","2017","03",1218,1468,1914,2316,1085,2017-03-01
"1256","Maryland","State","2017","04",1224,1475,1923,2328,1091,2017-04-01
"1257","Maryland","State","2017","05",1231,1483,1933,2340,1096,2017-05-01
"1258","Maryland","State","2017","06",1236,1490,1942,2351,1101,2017-06-01
"1259","Maryland","State","2017","07",1240,1494,1948,2358,1105,2017-07-01
"1260","Maryland","State","2017","08",1239,1493,1946,2355,1104,2017-08-01
"1261","Maryland","State","2017","09",1235,1488,1939,2347,1100,2017-09-01
"1262","Maryland","State","2017","10",1231,1483,1933,2340,1096,2017-10-01
"1263","Maryland","State","2017","11",1229,1480,1930,2336,1094,2017-11-01
"1264","Maryland","State","2017","12",1225,1476,1924,2329,1091,2017-12-01
"1265","Maryland","State","2018","01",1223,1473,1920,2324,1089,2018-01-01
"1266","Maryland","State","2018","02",1222,1472,1919,2323,1088,2018-02-01
"1267","Maryland","State","2018","03",1227,1478,1927,2332,1093,2018-03-01
"1268","Maryland","State","2018","04",1231,1483,1934,2341,1097,2018-04-01
"1269","Maryland","State","2018","05",1239,1492,1945,2355,1103,2018-05-01
"1270","Maryland","State","2018","06",1244,1499,1954,2365,1108,2018-06-01
"1271","Maryland","State","2018","07",1246,1501,1957,2368,1110,2018-07-01
"1272","Maryland","State","2018","08",1244,1499,1954,2365,1108,2018-08-01
"1273","Maryland","State","2018","09",1242,1497,1951,2362,1107,2018-09-01
"1274","Maryland","State","2018","10",1243,1497,1951,2362,1107,2018-10-01
"1275","Maryland","State","2018","11",1244,1498,1953,2364,1108,2018-11-01
"1276","Maryland","State","2018","12",1246,1501,1956,2368,1109,2018-12-01
"1277","Maryland","State","2019","01",1246,1501,1957,2368,1110,2019-01-01
"1278","Maryland","State","2019","02",1247,1503,1959,2371,1111,2019-02-01
"1279","Maryland","State","2019","03",1249,1505,1962,2375,1113,2019-03-01
"1280","Maryland","State","2019","04",1256,1513,1972,2387,1119,2019-04-01
"1281","Massachusetts","State","2014","01",1128,1402,1760,1956,985,2014-01-01
"1282","Massachusetts","State","2014","02",1129,1404,1762,1959,986,2014-02-01
"1283","Massachusetts","State","2014","03",1134,1409,1770,1967,990,2014-03-01
"1284","Massachusetts","State","2014","04",1141,1418,1780,1979,996,2014-04-01
"1285","Massachusetts","State","2014","05",1147,1426,1790,1990,1002,2014-05-01
"1286","Massachusetts","State","2014","06",1157,1438,1805,2007,1010,2014-06-01
"1287","Massachusetts","State","2014","07",1170,1454,1826,2030,1022,2014-07-01
"1288","Massachusetts","State","2014","08",1183,1470,1845,2051,1033,2014-08-01
"1289","Massachusetts","State","2014","09",1180,1466,1841,2046,1030,2014-09-01
"1290","Massachusetts","State","2014","10",1173,1458,1831,2035,1024,2014-10-01
"1291","Massachusetts","State","2014","11",1167,1451,1821,2025,1019,2014-11-01
"1292","Massachusetts","State","2014","12",1164,1447,1817,2020,1017,2014-12-01
"1293","Massachusetts","State","2015","01",1162,1445,1814,2016,1015,2015-01-01
"1294","Massachusetts","State","2015","02",1164,1447,1816,2019,1016,2015-02-01
"1295","Massachusetts","State","2015","03",1169,1453,1824,2027,1020,2015-03-01
"1296","Massachusetts","State","2015","04",1179,1465,1840,2045,1029,2015-04-01
"1297","Massachusetts","State","2015","05",1190,1480,1858,2065,1039,2015-05-01
"1298","Massachusetts","State","2015","06",1197,1488,1869,2077,1046,2015-06-01
"1299","Massachusetts","State","2015","07",1204,1496,1879,2089,1051,2015-07-01
"1300","Massachusetts","State","2015","08",1207,1500,1883,2093,1054,2015-08-01
"1301","Massachusetts","State","2015","09",1208,1502,1885,2096,1055,2015-09-01
"1302","Massachusetts","State","2015","10",1207,1501,1884,2095,1054,2015-10-01
"1303","Massachusetts","State","2015","11",1207,1500,1883,2094,1054,2015-11-01
"1304","Massachusetts","State","2015","12",1205,1497,1880,2090,1052,2015-12-01
"1305","Massachusetts","State","2016","01",1203,1496,1878,2087,1051,2016-01-01
"1306","Massachusetts","State","2016","02",1203,1495,1877,2087,1051,2016-02-01
"1307","Massachusetts","State","2016","03",1207,1500,1884,2094,1054,2016-03-01
"1308","Massachusetts","State","2016","04",1215,1510,1896,2108,1061,2016-04-01
"1309","Massachusetts","State","2016","05",1221,1518,1906,2119,1066,2016-05-01
"1310","Massachusetts","State","2016","06",1224,1521,1909,2123,1068,2016-06-01
"1311","Massachusetts","State","2016","07",1234,1534,1926,2141,1078,2016-07-01
"1312","Massachusetts","State","2016","08",1244,1546,1941,2158,1086,2016-08-01
"1313","Massachusetts","State","2016","09",1259,1565,1964,2184,1099,2016-09-01
"1314","Massachusetts","State","2016","10",1251,1555,1953,2171,1093,2016-10-01
"1315","Massachusetts","State","2016","11",1239,1540,1933,2149,1082,2016-11-01
"1316","Massachusetts","State","2016","12",1227,1525,1915,2128,1071,2016-12-01
"1317","Massachusetts","State","2017","01",1222,1519,1907,2119,1067,2017-01-01
"1318","Massachusetts","State","2017","02",1225,1522,1911,2125,1070,2017-02-01
"1319","Massachusetts","State","2017","03",1236,1536,1928,2144,1079,2017-03-01
"1320","Massachusetts","State","2017","04",1252,1556,1953,2171,1093,2017-04-01
"1321","Massachusetts","State","2017","05",1269,1577,1980,2201,1108,2017-05-01
"1322","Massachusetts","State","2017","06",1282,1594,2001,2225,1120,2017-06-01
"1323","Massachusetts","State","2017","07",1289,1602,2011,2235,1125,2017-07-01
"1324","Massachusetts","State","2017","08",1290,1603,2013,2238,1126,2017-08-01
"1325","Massachusetts","State","2017","09",1283,1595,2002,2226,1120,2017-09-01
"1326","Massachusetts","State","2017","10",1271,1579,1983,2204,1110,2017-10-01
"1327","Massachusetts","State","2017","11",1256,1561,1960,2179,1097,2017-11-01
"1328","Massachusetts","State","2017","12",1248,1551,1948,2165,1090,2017-12-01
"1329","Massachusetts","State","2018","01",1247,1550,1946,2164,1089,2018-01-01
"1330","Massachusetts","State","2018","02",1259,1565,1964,2184,1099,2018-02-01
"1331","Massachusetts","State","2018","03",1269,1577,1980,2201,1108,2018-03-01
"1332","Massachusetts","State","2018","04",1276,1586,1991,2214,1114,2018-04-01
"1333","Massachusetts","State","2018","05",1284,1596,2004,2228,1121,2018-05-01
"1334","Massachusetts","State","2018","06",1290,1603,2013,2238,1126,2018-06-01
"1335","Massachusetts","State","2018","07",1295,1610,2021,2247,1131,2018-07-01
"1336","Massachusetts","State","2018","08",1297,1611,2023,2249,1132,2018-08-01
"1337","Massachusetts","State","2018","09",1295,1610,2021,2247,1131,2018-09-01
"1338","Massachusetts","State","2018","10",1293,1607,2018,2243,1129,2018-10-01
"1339","Massachusetts","State","2018","11",1292,1605,2016,2241,1128,2018-11-01
"1340","Massachusetts","State","2018","12",1291,1605,2015,2240,1128,2018-12-01
"1341","Massachusetts","State","2019","01",1290,1603,2013,2238,1126,2019-01-01
"1342","Massachusetts","State","2019","02",1289,1603,2012,2237,1126,2019-02-01
"1343","Massachusetts","State","2019","03",1291,1604,2014,2239,1127,2019-03-01
"1344","Massachusetts","State","2019","04",1301,1617,2030,2257,1136,2019-04-01
"1345","Michigan","State","2014","01",650,832,1114,1226,549,2014-01-01
"1346","Michigan","State","2014","02",651,833,1117,1229,550,2014-02-01
"1347","Michigan","State","2014","03",653,835,1119,1231,551,2014-03-01
"1348","Michigan","State","2014","04",655,838,1122,1235,553,2014-04-01
"1349","Michigan","State","2014","05",657,840,1126,1239,555,2014-05-01
"1350","Michigan","State","2014","06",658,842,1129,1242,556,2014-06-01
"1351","Michigan","State","2014","07",661,846,1134,1247,558,2014-07-01
"1352","Michigan","State","2014","08",661,846,1133,1247,558,2014-08-01
"1353","Michigan","State","2014","09",662,846,1134,1248,558,2014-09-01
"1354","Michigan","State","2014","10",661,846,1134,1247,558,2014-10-01
"1355","Michigan","State","2014","11",663,848,1136,1250,559,2014-11-01
"1356","Michigan","State","2014","12",664,849,1137,1252,560,2014-12-01
"1357","Michigan","State","2015","01",663,849,1137,1252,560,2015-01-01
"1358","Michigan","State","2015","02",664,849,1138,1252,560,2015-02-01
"1359","Michigan","State","2015","03",665,850,1139,1254,561,2015-03-01
"1360","Michigan","State","2015","04",666,852,1142,1257,562,2015-04-01
"1361","Michigan","State","2015","05",669,855,1146,1261,564,2015-05-01
"1362","Michigan","State","2015","06",670,857,1149,1264,566,2015-06-01
"1363","Michigan","State","2015","07",673,860,1153,1269,568,2015-07-01
"1364","Michigan","State","2015","08",673,861,1154,1270,568,2015-08-01
"1365","Michigan","State","2015","09",674,862,1155,1271,569,2015-09-01
"1366","Michigan","State","2015","10",675,863,1157,1273,570,2015-10-01
"1367","Michigan","State","2015","11",677,866,1160,1276,571,2015-11-01
"1368","Michigan","State","2015","12",678,868,1163,1280,573,2015-12-01
"1369","Michigan","State","2016","01",679,868,1163,1280,573,2016-01-01
"1370","Michigan","State","2016","02",679,869,1165,1282,574,2016-02-01
"1371","Michigan","State","2016","03",680,871,1166,1284,574,2016-03-01
"1372","Michigan","State","2016","04",683,874,1170,1288,576,2016-04-01
"1373","Michigan","State","2016","05",685,877,1175,1292,578,2016-05-01
"1374","Michigan","State","2016","06",686,878,1177,1295,579,2016-06-01
"1375","Michigan","State","2016","07",688,881,1180,1299,581,2016-07-01
"1376","Michigan","State","2016","08",690,882,1182,1301,582,2016-08-01
"1377","Michigan","State","2016","09",691,884,1185,1304,584,2016-09-01
"1378","Michigan","State","2016","10",692,886,1187,1306,585,2016-10-01
"1379","Michigan","State","2016","11",693,887,1188,1307,585,2016-11-01
"1380","Michigan","State","2016","12",693,887,1189,1308,585,2016-12-01
"1381","Michigan","State","2017","01",694,888,1190,1309,586,2017-01-01
"1382","Michigan","State","2017","02",696,890,1192,1312,587,2017-02-01
"1383","Michigan","State","2017","03",698,893,1196,1317,589,2017-03-01
"1384","Michigan","State","2017","04",701,897,1201,1322,592,2017-04-01
"1385","Michigan","State","2017","05",703,900,1205,1326,594,2017-05-01
"1386","Michigan","State","2017","06",705,902,1209,1330,595,2017-06-01
"1387","Michigan","State","2017","07",706,903,1210,1332,596,2017-07-01
"1388","Michigan","State","2017","08",707,905,1212,1334,597,2017-08-01
"1389","Michigan","State","2017","09",708,906,1213,1335,598,2017-09-01
"1390","Michigan","State","2017","10",709,907,1216,1338,599,2017-10-01
"1391","Michigan","State","2017","11",710,908,1216,1339,599,2017-11-01
"1392","Michigan","State","2017","12",710,909,1217,1340,600,2017-12-01
"1393","Michigan","State","2018","01",711,909,1218,1340,600,2018-01-01
"1394","Michigan","State","2018","02",710,908,1217,1339,599,2018-02-01
"1395","Michigan","State","2018","03",710,909,1217,1340,600,2018-03-01
"1396","Michigan","State","2018","04",711,910,1219,1342,600,2018-04-01
"1397","Michigan","State","2018","05",713,913,1223,1345,602,2018-05-01
"1398","Michigan","State","2018","06",715,915,1226,1349,604,2018-06-01
"1399","Michigan","State","2018","07",715,915,1226,1349,604,2018-07-01
"1400","Michigan","State","2018","08",715,915,1225,1348,603,2018-08-01
"1401","Michigan","State","2018","09",714,914,1225,1348,603,2018-09-01
"1402","Michigan","State","2018","10",715,915,1226,1349,604,2018-10-01
"1403","Michigan","State","2018","11",716,916,1228,1351,605,2018-11-01
"1404","Michigan","State","2018","12",717,917,1228,1352,605,2018-12-01
"1405","Michigan","State","2019","01",716,916,1227,1350,604,2019-01-01
"1406","Michigan","State","2019","02",715,915,1226,1349,604,2019-02-01
"1407","Michigan","State","2019","03",715,915,1226,1349,604,2019-03-01
"1408","Michigan","State","2019","04",717,918,1230,1353,605,2019-04-01
"1409","Minnesota","State","2014","01",738,938,1302,1524,608,2014-01-01
"1410","Minnesota","State","2014","02",739,940,1305,1527,609,2014-02-01
"1411","Minnesota","State","2014","03",741,942,1308,1530,610,2014-03-01
"1412","Minnesota","State","2014","04",743,945,1312,1535,612,2014-04-01
"1413","Minnesota","State","2014","05",746,948,1316,1540,614,2014-05-01
"1414","Minnesota","State","2014","06",748,951,1321,1546,616,2014-06-01
"1415","Minnesota","State","2014","07",751,955,1326,1552,619,2014-07-01
"1416","Minnesota","State","2014","08",753,958,1330,1556,621,2014-08-01
"1417","Minnesota","State","2014","09",754,959,1331,1558,621,2014-09-01
"1418","Minnesota","State","2014","10",755,960,1333,1560,622,2014-10-01
"1419","Minnesota","State","2014","11",756,962,1335,1562,623,2014-11-01
"1420","Minnesota","State","2014","12",757,963,1337,1564,624,2014-12-01
"1421","Minnesota","State","2015","01",758,963,1337,1565,624,2015-01-01
"1422","Minnesota","State","2015","02",759,965,1340,1568,625,2015-02-01
"1423","Minnesota","State","2015","03",763,970,1347,1576,629,2015-03-01
"1424","Minnesota","State","2015","04",768,976,1355,1585,632,2015-04-01
"1425","Minnesota","State","2015","05",771,980,1361,1593,635,2015-05-01
"1426","Minnesota","State","2015","06",773,983,1364,1597,637,2015-06-01
"1427","Minnesota","State","2015","07",776,987,1370,1603,639,2015-07-01
"1428","Minnesota","State","2015","08",779,990,1374,1608,641,2015-08-01
"1429","Minnesota","State","2015","09",780,992,1377,1612,643,2015-09-01
"1430","Minnesota","State","2015","10",781,992,1378,1612,643,2015-10-01
"1431","Minnesota","State","2015","11",780,992,1377,1612,643,2015-11-01
"1432","Minnesota","State","2015","12",779,991,1375,1610,642,2015-12-01
"1433","Minnesota","State","2016","01",779,991,1375,1609,642,2016-01-01
"1434","Minnesota","State","2016","02",782,994,1380,1615,644,2016-02-01
